,image_path,steering
0,IMG1/0.jpg,-0.45800679896255836
1,IMG1/1.jpg,0.1419291668853651
2,IMG1/2.jpg,0.07196049707512094
3,IMG1/3.jpg,0.33376439752594883
4,IMG1/4.jpg,0.19145074324388223
5,IMG1/5.jpg,-0.2223301184391832
6,IMG1/6.jpg,0.17434937985768004
7,IMG1/7.jpg,-0.20890976455838403
8,IMG1/8.jpg,-0.3969092342097329
9,IMG1/9.jpg,-0.11661665159476207
10,IMG1/10.jpg,-0.25599492094087084
11,IMG1/11.jpg,-0.4363854148190903
12,IMG1/12.jpg,0.046153958243159404
13,IMG1/13.jpg,0.19161401125237015
14,IMG1/14.jpg,-0.2894839250883791
15,IMG1/15.jpg,0.21377549217419903
16,IMG1/16.jpg,-0.3178045288289377
17,IMG1/17.jpg,-0.3855320688104604
18,IMG1/18.jpg,-0.43127251243724285
19,IMG1/19.jpg,-0.38185877165221516
20,IMG1/20.jpg,-0.43455327317718745
21,IMG1/21.jpg,0.3647490718706465
22,IMG1/22.jpg,0.37042058645482856
23,IMG1/23.jpg,0.22290027511239502
24,IMG1/24.jpg,0.09879970877845372
25,IMG1/25.jpg,-0.6478644730321302
26,IMG1/26.jpg,-0.37882523906693266
27,IMG1/27.jpg,-0.1617540142266381
28,IMG1/28.jpg,0.2669559122527467
29,IMG1/29.jpg,0.21366099745109676
30,IMG1/30.jpg,-0.3005499210727342
31,IMG1/31.jpg,0.42570467233701187
32,IMG1/32.jpg,0.11361491687602485
33,IMG1/33.jpg,-0.140070113314066
34,IMG1/34.jpg,0.10897809662044713
35,IMG1/35.jpg,0.06681548420665409
36,IMG1/36.jpg,0.5365722773481383
37,IMG1/37.jpg,0.37712368992759693
38,IMG1/38.jpg,0.15232203318718637
39,IMG1/39.jpg,0.4509306983069127
40,IMG1/40.jpg,-0.36995055887848277
41,IMG1/41.jpg,0.4746511408261605
42,IMG1/42.jpg,-0.13237296656348238
43,IMG1/43.jpg,-0.25013450142524785
44,IMG1/44.jpg,0.17931680141571943
45,IMG1/45.jpg,-0.3784080596816737
46,IMG1/46.jpg,-0.025258491094968652
47,IMG1/47.jpg,-0.3266923541058606
48,IMG1/48.jpg,-0.11591927441783637
49,IMG1/49.jpg,-0.24691840594053358
50,IMG1/50.jpg,0.269787158748978
51,IMG1/51.jpg,0.1982169215587002
52,IMG1/52.jpg,-0.1850204534835268
53,IMG1/53.jpg,0.24413939492487355
54,IMG1/54.jpg,-0.33628573308913867
55,IMG1/55.jpg,0.1960334733187129
56,IMG1/56.jpg,0.4414008465741266
